Date,$ * #,Invoice,Market Value,Image,Image name,Category,Item name,Brand,Status,Count,Unit price,Total Market Price,Original Price,eBay Price,Use For,Status,Expired date,Sold date,Reviews,Recommend,Comments,From,Link
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 9.39.05 PM,Home,Dauntless Curtain Rod - Project 62™,Project 62™,New,1,$28.00,$28.00,,,Home,Own used,,,,,"Size: 36”-66”, Color: Gray, used in Sofia’s room",Target,https://www.target.com/p/dauntless-curtain-rod-project-62-153/-/A-53440674?preselect=53426363#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 10.00.55 PM,Beauty,"CeraVe Skin Anti-Aging Renewing Retinol Face Serum for Fine Lines, Wrinkles and Skin Brightening, Fragrance Free - 1oz",CeraVe,New,1,$20.99,$20.99,,,Liping,Own used,,,,,,Target,https://www.target.com/p/cerave-skin-anti-aging-renewing-retinol-face-serum-for-fine-lines-wrinkles-and-skin-brightening-fragrance-free-1oz/-/A-16600972#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 10.05.00 PM,Personal Care,Oral-B Daily Clean Electric Toothbrush Refill Heads - 3ct,Oral-B,New,1,$19.94,$19.94,,,Family,Own used,,,,,,Target,https://www.target.com/p/oral-b-daily-clean-electric-toothbrush-refill-heads-3ct/-/A-79659476#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 10.14.03 PM,"Clothing, Shoes",Cat & Jack white sandals,Cat & Jack™,New,1,$19.99,$19.99,,,Sofia,Own used,,,,,Size: 5,Target,
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 10.20.12 PM,"Clothing, Shoes",Women's Lightweight Striped 6pk No Show Athletic Socks - All in Motion™ 4-10,All in Motion™,Open Box,1,$14.00,$14.00,,,Sofia,Own used,,,,,Size: 4 - 10,Target,https://www.target.com/p/women-s-lightweight-striped-6pk-no-show-athletic-socks-all-in-motion-4-10/-/A-78784239?preselect=78431363#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 11.12.33 PM,Beauty,L'Oreal Paris Superior Preference Permanent Hair Color - 6.5 fl oz,L'Oreal,New,1,$10.99,$10.99,,,Liping,Own used,,,,,4A dark ash brown,Target,https://www.target.com/p/l-oreal-paris-superior-preference-permanent-hair-color-6-5-fl-oz/-/A-14331636?preselect=11475710#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 11.17.14 PM,Personal Care,Philips Sonicare for Kids Rechargeable Electric Toothbrush,Philips Sonicare,Open Box,1,$29.99,$29.99,,,Adam,Own used,,,,,,Target,https://www.target.com/p/philips-sonicare-for-kids-rechargeable-electric-toothbrush/-/A-82096978?preselect=79580004#lnk=sametab
"Wed, Aug 24, 2022",,,,,Screen Shot 2022-08-24 at 11.20.39 PM,Home,PUR Faucet Mount Water Filtration System - Black,PUR,New,1,$19.99,$19.99,,,Family,Own used,,,,,,Target,https://www.target.com/p/pur-faucet-mount-water-filtration-system-black/-/A-14203018#lnk=sametab
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Aug 25, 2022",2*5,$11.00,$82.50,,IMG_1845,,,,,,,0,,,,,,,,,,,
"Thu, Aug 25, 2022",,,,,Screen Shot 2022-08-27 at 12.11.36 PM,Toys,ESCAPE ROOM IN A BOX: FLASHBACK,Mattel Games,New,1,$16.50,$16.50,,,Family,Given as gift,,,,,,Amazon,https://www.amazon.com/Mattel-Games-Escape-Room-Box/dp/B07NMGXQHH/ref=sr_1_2?crid=2QJ98X96K71II&keywords=escape%2Broom%2Bin%2Ba%2Bbox%2Bflashback&qid=1661626978&sprefix=escape%2Broom%2Bin%2Ba%2Bbox%2Bflashback%2Caps%2C151&sr=8-2&th=1
"Thu, Aug 25, 2022",,,,,Screen Shot 2022-08-27 at 1.18.06 PM,Home,Threshold | Check Pattern Storage Bin 6 x 8 in NWT,Threshold™,New,2,$20.00,$40.00,,,Family,Own used,,,,,"4 sets in a box, got 2 boxes",Others,https://poshmark.com/listing/Threshold-Check-Pattern-Storage-Bin-6-x-8-in-NWT-5e1d0e2706d59cde11177324?gclid=9987c74c46b811712110a4463dd21d11&gclsrc=3p.ds&utm_source=bdm&campaign_id=412848048&utm_campaign=412848048&ad_partner=bing&msclkid=9987c74c46b811712110a4463dd21d11
"Thu, Aug 25, 2022",,,,,Screen Shot 2022-08-27 at 1.35.46 PM,Toys,grin amazing slime XL splitz,,Open Box,1,$6.00,$6.00,,,Sofia,Own used,,,,,,Target,
"Thu, Aug 25, 2022",,,,,Screen Shot 2022-08-27 at 1.44.13 PM,"Clothing, Shoes",goodfellow shirts men,,Open Box,1,$20.00,$20.00,,,Flavio,Own used,,,,,,Target,
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Aug 26, 2022",1*8,$8.66,$121.92,,IMG_1846,,,,,,,0,,,,,,,,,,,
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 12.11.36 PM,Toys,ESCAPE ROOM IN A BOX: FLASHBACK,Mattel Games,New,2,$16.50,$33.00,,,Family,Waiting to sell,,,,,,Amazon,https://www.amazon.com/Mattel-Games-Escape-Room-Box/dp/B07NMGXQHH/ref=sr_1_2?crid=2QJ98X96K71II&keywords=escape%2Broom%2Bin%2Ba%2Bbox%2Bflashback&qid=1661626978&sprefix=escape%2Broom%2Bin%2Ba%2Bbox%2Bflashback%2Caps%2C151&sr=8-2&th=1
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 1.53.33 PM,"Clothing, Shoes",Women's Disney's Flower Graphic Dress - Brown,Disney,New,1,$21.99,$21.99,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/women-s-disney-s-flower-graphic-dress-brown/-/A-85105798?preselect=84675617#lnk=sametab
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 2.11.47 PM,Toys,"Pickles to Penguins Family Card Game - Quick Thinking, Crazy Picture Connection, Matching Game",,New,1,$25.95,$25.95,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/Outset-Media-Penguins-Thinking-Connection/dp/B001R0XPUO/ref=sr_1_2?crid=R75CZFJKGH6I&keywords=pickles+to+penguins+game&qid=1661634123&s=toys-and-games&sprefix=pickles+to+penguins%2Ctoys-and-games%2C399&sr=1-2
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 2.19.18 PM,Personal Care,Native Jungalow Palm Leaf & Bergamot Deodorant 2.65 Oz(a4),Native,Open Box,1,$17.99,$17.99,,,Sofia,Own used,,,,,,Others,https://www.ebay.com/itm/174996764719?chn=ps&norover=1&mkevt=1&mkrid=711-213727-13078-0&mkcid=2&itemid=174996764719&targetid=4581183927179145&device=c&mktype=&googleloc=&poi=&campaignid=418233787&mkgroupid=1241348861725295&rlsatarget=pla-4581183927179145&abcId=9300542&merchantid=51291&msclkid=11316715af5717a3bf65041f254f494e
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 2.23.20 PM,"Clothing, Shoes",Hanes Premium Women's Perfect Leg Boost Energizing Tights - Jet Black,Hanes,New,1,$11.00,$11.00,,,Liping,Waiting to sell,,,,,,Target,https://www.target.com/p/hanes-premium-women-s-perfect-leg-boost-energizing-tights-jet-black/-/A-54572550?preselect=54547417#lnk=sametab
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 2.27.56 PM,"Clothing, Shoes",all in motion  grow with the flow,All in Motion™,New,1,$8.00,$8.00,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/powerlock-double-hook-clear-room-essentials-8482/-/A-53961061
"Fri, Aug 26, 2022",,,,,Screen Shot 2022-08-27 at 2.36.45 PM,Home,PowerLock Double Hook Clear - Room Essentials™,Room Essentials™,New,1,$3.99,$3.99,,,Home,Own used,,,,,,Target,https://www.target.com/p/powerlock-double-hook-clear-room-essentials-8482/-/A-53961061
,,,,,,,,,,,,0,,,,,,,,,,,
"Tue, Aug 30, 2022",6*3,$19.48,$624.47,,IMG_1847,,,,,,,0,,,,,,,,,,,
"Tue, Aug 30, 2022",,,,,Screen Shot 2022-08-31 at 3.21.40 PM,Electronics,"SocketScan S760, Universal Barcode Scanner & Travel ID Reader, White & Charging Stand",SocketScan,Open Box,1,$546.00,$546.00,,,Sell,Waiting to sell,,,,,Green color,Amazon,https://www.amazon.com/SocketScan-Universal-Barcode-Scanner-Charging/dp/B07QVN93KY/ref=rvi_sccl_13/131-8581521-8945701?pd_rd_w=US487&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=VTE6G1KAWQJC9C276VRC&pd_rd_wg=juauU&pd_rd_r=7ce98ac6-52df-480d-b2c5-23f161812560&pd_rd_i=B07QVN93KY&psc=1
"Tue, Aug 30, 2022",,,,,Screen Shot 2022-08-31 at 3.34.25 PM,Patio & Garden,Silky GomBoy Professional Folding Saw 240mm Medium Teeth (121-24),Silky,New,1,$41.72,$41.72,,,Home,Waiting to sell,,,4.8,,Can own use too,Amazon,https://www.amazon.com/Professional-Gomboy-Folding-Landscaping-121-24/dp/B000CED1OG/ref=rvi_sccl_22/131-8581521-8945701?pd_rd_w=bEpZ2&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=T5S8G45T7269RKVR5QG9&pd_rd_wg=w7CNJ&pd_rd_r=bcf962ff-eb9f-4d41-8aac-f9ff376daf87&pd_rd_i=B000CED1OG&psc=1
"Tue, Aug 30, 2022",,,,,Screen Shot 2022-08-31 at 3.28.41 PM,Home,Cync by GE 93129718 Bedroom Light & Switch Starter Kit,Cync by GE,Open Box,1,$21.75,$21.75,,,Home,Own used,,,4.6,,,Amazon,https://www.amazon.com/Cync-GE-93129718-Bedroom-Starter/dp/B09HW98BZG/ref=rvi_sccl_23/131-8581521-8945701?pd_rd_w=bEpZ2&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=T5S8G45T7269RKVR5QG9&pd_rd_wg=w7CNJ&pd_rd_r=bcf962ff-eb9f-4d41-8aac-f9ff376daf87&pd_rd_i=B09HW98BZG&psc=1
"Tue, Aug 30, 2022",,,,,Screen Shot 2022-08-31 at 3.32.14 PM,,Smart Phone SIM Card Kit - Unlimited Call & Text + 3GB 4G LTE Data 30-Day Cellphone Plan | 3in1 Simcard: Standard Micro Nano No Contract USA Coverage,Speedtalk,New,1,$15.00,$15.00,,,Liping,Own used,,,,,,Amazon,https://www.amazon.com/Smart-Phone-SIM-Card-Kit/dp/B0813Y4XCP/ref=rvi_sccl_15/131-8581521-8945701?pd_rd_w=W7DrH&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=8QHB9N2Y3ZXDG2Z7V8KW&pd_rd_wg=vp1t0&pd_rd_r=a2cd6c48-a837-4626-bde3-dc6b18f3cc9e&pd_rd_i=B0813Y4XCP&psc=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Aug 31, 2022",4*10,$42.64,$313.86,,IMG_1849,,,,,,,0,,,,,,,,,,,
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 3.02.03 PM,Home,Wood Decor Bowl - Hearth & Hand™ with Magnolia,Hearth & Hand™,Open Box,1,$24.99,$24.99,,,Home,Own used,,,,,,Target,https://www.target.com/p/wood-decor-bowl-hearth-38-hand-8482-with-magnolia/-/A-80183091#lnk=sametab
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 3.47.24 PM,Sports & Outdoors,Big Joe Noodle Sling Brush Stroke Pool Float,Big Joe,New,2,$24.99,$49.98,,,Family,Own used,,,,,,Target,https://www.target.com/p/big-joe-noodle-sling-brush-stroke-pool-float/-/A-83863682
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 3.53.24 PM,Food,Green Mountain Coffee Roasters Brew Over Ice classic Medium Roast Pods - 24ct,Green Mountain,New,2,$15.99,$31.98,,,Flavio,Own used,,,,,,Target,https://www.target.com/p/green-mountain-coffee-roasters-brew-over-ice-vanilla-caramel-medium-roast-pods-24ct/-/A-82077466?store=738&ref=tgt_adv_XS000000&AFID=google_pla_df&fndsrc=tgtao&DFA=71700000035296271&CPNG=PLA_Grocery%2BShopping_Brand%7CGrocery_Ecomm_Food_Bev&adgroup=SC_Grocery&LID=700000001230728pgs&LNM=PRODUCT_GROUP&network=o&device=c&location=&targetid=pla-4584826050723226:aud-805670406&ds_rl=1246978&ref=tgt_adv_XS000000&AFID=bing_pla_df&CPNG=PLA_Grocery%2BShopping_Brand%7CGrocery_Ecomm_Food_Bev&adgroup=SC_Grocery&LID=700000001230728pbs&network=s&device=c&querystring=green%20mountain%20classic%20black%20brew%20over%20ice%20target&msclkid=bbcdf02367e91e031166932c828c8db3&gclid=COPmzoaV8vkCFfc3rQYdAFkIbA&gclsrc=ds
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 4.07.57 PM,Electronics,Powered Toothbrush Head - 3ct - up & up™,up & up™,Open Box,1,$17.99,$17.99,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/powered-toothbrush-head-3ct-up-38-up-8482/-/A-52508656#lnk=sametab
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 4.08.31 PM,Kitchen @ Dining,Waterproof Digital Instant Read Meat Thermometer for Grilling Cooking BBQ 2 in 1 Fast Accuracy Food Thermometer with Corkscrew Function & Backlight for Meat /Deep Frying /Baking /Camping/Drinks,Beauty Star,New,1,$26.99,$26.99,,,Home,Own used,,,,,,Amazon,https://www.amazon.com/Waterproof-Thermometer-Grilling-Corkscrew-Backlight/dp/B096RBZQ3V/ref=rvi_sccl_6/131-8581521-8945701?pd_rd_w=BXIDN&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=G8R2CSHVST7D2AVDQ0HZ&pd_rd_wg=epmSU&pd_rd_r=25d91b63-d650-40d7-bd05-9ff789192aa6&pd_rd_i=B096RBZQ3V&psc=1
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 4.23.04 PM,Beauty,La Roche Posay Redermic C Anti-Wrinkle Vitamin C Moisturizer with Pure Vitamin C & Hyaluronic Acid for Normal to Combo Skin - 1.35oz,La Roche Posay,New,1,$50.99,$50.99,,,Liping,Own used,2024-09-01,,,,,Target,https://www.target.com/p/la-roche-posay-redermic-c-anti-wrinkle-vitamin-c-moisturizer-with-pure-vitamin-c-38-hyaluronic-acid-for-normal-to-combo-skin-1-35oz/-/A-14225606#lnk=sametab
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 4.20.22 PM,Toys,"LOL Surprise Tweens Lexi Gurl 6"" Fashion Doll",L.O.L. Surprise!,New,1,$17.99,$17.99,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/lol-surprise-tweens-lexi-gurl-6-34-fashion-doll/-/A-83621216#lnk=sametab
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 4.45.06 PM,Toys,Magna-Tiles Eric Carle Collection - Hungry Caterpillar/Brown Bear/Grouchy,Magna-Tiles,New,1,$69.00,$69.00,,,Sell,Waiting to sell,,,,,,Others,https://www.ebay.com/itm/203828207537?_trkparms=amclksrc%3DITM%26aid%3D1110006%26algo%3DHOMESPLICE.SIM%26ao%3D1%26asc%3D20200818143230%26meid%3D15762ddd116046388cdf3a671abd12d6%26pid%3D101224%26rk%3D1%26rkt%3D5%26sd%3D165627566592%26itm%3D203828207537%26pmt%3D1%26noa%3D1%26pg%3D2047675%26algv%3DDefaultOrganicWeb%26brand%3DMagna-Tiles&_trksid=p2047675.c101224.m-1
"Wed, Aug 31, 2022",,,,,Screen Shot 2022-08-31 at 5.00.11 PM,Home,"urchindj Pool Skimmer Net Heavy Duty, Aluminium Reinforced Frame Pool Cleaning Net, Double-Layer Deep Mesh Net Pool Leaf Rake, Super Strong Pool Nets for Cleaning",urchindj,New,1,$23.95,$23.95,,,Home,Own used,,,,,,Amazon,https://www.amazon.com/urchindj-Swimming-Skimmer-Reinforced-Cleaning/dp/B091GXZHNN/ref=rvi_sccl_16/131-8581521-8945701?pd_rd_w=XtfU0&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=B0W0RC20WFAFQ90MVSK0&pd_rd_wg=Spd2s&pd_rd_r=42ee5878-f262-4cb7-9285-26a807154d8d&pd_rd_i=B091GXZHNN&psc=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Sep 1, 2022",2*15,$31.98,$238.12,,IMG_1851,,,,,,,0,,,,,,,,,,,
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 8.06.28 PM,Food,"Doritos Flavored Tortilla Chips , 40 Count (Pack of 1)",Doritos,New,2,$19.66,$39.32,,,Family,Own used,2022-08-23,,,,Expired 1 week when bought,Amazon,https://www.amazon.com/Doritos-Flavored-Tortilla-Chips/dp/B08QLWY7ZG/ref=sr_1_2_sspa?crid=3IO0GJTUF3WKG&keywords=Cool+Ranch+Tortilla+Chips&qid=1662087549&sprefix=cool+ranch+tortilla+chips%2Caps%2C166&sr=8-2-spons&psc=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 8.08.57 PM,Food,"Sparkling Ice, Lemon Lime Sparkling Water, Zero Sugar Flavored Water, with Vitamins and Antioxidants, Low Calorie Beverage, 17 Fl Oz (Pack of 12)",Sparkling Ice,New,1,$13.32,$13.32,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/Sparkling-Strawberry-Antioxidants-Vitamins-Bottles/dp/B004R0RNTU/ref=sr_1_1?keywords=sparkling%2Bice%2Bzero%2Bsugar%2B12%2Bpack&qid=1662087883&sprefix=sparkling%2Bice%2Bze%2Caps%2C155&sr=8-1&th=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 9.19.32 PM,Toys,Glow Guards Musical Light up Lion Stuffed Animals with LED Singing ,Glow Guards,New,1,$12.99,$12.99,,,Gifts,Given as gift,,2022-10-01,,,Kwan’’s new born brother,Amazon,https://www.amazon.com/Glow-Guards-Musical-Stuffed-Birthday/dp/B08N4YZ9D1/ref=rvi_sccl_3/131-8581521-8945701?pd_rd_w=4Ayu1&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=MVM4ETBH831BA0XDM6XJ&pd_rd_wg=cnZpx&pd_rd_r=79a25cc8-1643-46b7-9220-56d220e27339&pd_rd_i=B08N4YZ9D1&psc=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 8.27.03 PM,Home,tronco 20Oz Borosilicate Glass Tumbler Bottle with Unbreakable Metal Mason Jar Style Lid and Protective Silicone Sleeve and Silicon Straw 2-Piece Set Pair BPA-Free Easy Cleaning,tronco,New,1,$28.99,$28.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/Tronco-Borosilicate-Unbreakable-Protective-Silicone/dp/B089JZKKBN/ref=pd_ybh_a_sccl_20/131-8581521-8945701?pd_rd_w=Qp450&content-id=amzn1.sym.67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_p=67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_r=86GVFA8RZJ7P0WCDFQPY&pd_rd_wg=6qdeM&pd_rd_r=0469774b-cae2-4c01-a0d7-6eb12a752939&pd_rd_i=B089JZKKBN&th=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 9.18.16 PM,Video Games,Far Cry 6 PlayStation 4 Standard Edition with Free Upgrade to the Digital PS5 Version,PlayStation 4,New,1,$14.99,$14.99,,,Flavio,Waiting to sell,,,,,,Amazon,https://www.amazon.com/Far-Cry-6-PlayStation-4/dp/B08CKPR8TN/ref=pd_ybh_a_sccl_19/131-8581521-8945701?pd_rd_w=Qp450&content-id=amzn1.sym.67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_p=67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_r=86GVFA8RZJ7P0WCDFQPY&pd_rd_wg=6qdeM&pd_rd_r=0469774b-cae2-4c01-a0d7-6eb12a752939&pd_rd_i=B08CKPR8TN&th=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 9.39.27 PM,Home,Round Curtain Rod - Room Essentials™,Room Essentials™,New,4,$10.00,$40.00,,,Home,Own used,,,,,"Size: 18”-30”, Bought 4 in total, 2 bronze color, 2 brushed nickel",Target,https://www.target.com/p/round-curtain-rod-room-essentials-153/-/A-53512110?preselect=53434127#lnk=sametab
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 9.36.53 PM,Electronics,SanDisk 128GB Ultra Dual Drive Luxe USB Type-C - SDDDC4-128G-G46,SanDisk,New,1,$18.05,$18.05,,,Gifts,Waiting to sell,,,,,Give Sofia music teacher for tuning violin,Amazon,https://www.amazon.com/SanDisk-128GB-Ultra-Drive-Type-C/dp/B0842P5GBQ/ref=sr_1_4?crid=1MCJXCFZ6AR2G&keywords=sands%2Bultra%2Bdual%2Bdrive%2Busb%2Btype-c%2B128g&qid=1662093258&sprefix=sands%2Bultra%2Bdual%2Bdrive%2Busb%2Btype-c%2B128g%2Caps%2C122&sr=8-4&th=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 9.45.14 PM,Home,"SINVNE Night Light for Kids with Color Changing Mode & Dimming Function, Rechargeable Baby Night Light (Gray)",SINVNE,New,1,$12.99,$12.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/SINVNE-Changing-Dimming-Function-Rechargeable/dp/B094X858X2/ref=rvi_sccl_15/131-8581521-8945701?pd_rd_w=rMKQn&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=GZ7H0RSS4YBRVPPCW6NG&pd_rd_wg=Io084&pd_rd_r=7805fd54-3d86-4c86-ba79-85c3bb211b68&pd_rd_i=B094X858X2&psc=1
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 10.06.33 PM,Electronics,heyday™ Apple AirPods Pro Silicone Case with Clip,heyday™,Open Box,1,$9.99,$9.99,,,Family,Own used,,,,,"Wrong case, it’s for gen3, not for AirPods Pro",Target,https://www.target.com/p/heyday-apple-airpods-pro-silicone-case-with-clip/-/A-81994940?preselect=82800895#lnk=sametab
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 10.03.37 PM,Personal Care,Neutrogena Stubborn Acne Value Pack - 2pc,Neutrogena,New,1,$22.49,$22.49,,,Sell,Waiting to sell,2023-08-01,,,,For Sofia too,Target,https://www.target.com/p/neutrogena-stubborn-acne-value-pack-2pc/-/A-84098618#lnk=sametab
"Thu, Sep 1, 2022",,,,,Screen Shot 2022-09-01 at 10.12.36 PM,Toys,MASYZ Princess Fuse Iron Beads Kit Patterns Perler Bead Kit 5300 Pc,MASYZ,New,1,$24.99,$24.99,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/MASYZ-Princess-Keychains-Pegboards-Birthdays/dp/B08B5DKVY4/ref=sr_1_5?crid=2I53XICHPRCBU&keywords=princess+kit+fuse+iron+beads&qid=1662095298&sprefix=princess+kit+fuse+iron+beads%2Caps%2C147&sr=8-5
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Sep 2, 2022",1*22,$23.65,$210.39,,IMG_1853,,,,,,,0,,,,,,,,,,,
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.18.24 PM,Home,Sandy Modern Plant Pedestal - Threshold™,Threshold™,New,1,$25.00,$25.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/sandy-modern-plant-pedestal-threshold-8482/-/A-83223440
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-01 at 9.39.27 PM,Home,Round Curtain Rod - Room Essentials™,Room Essentials™,New,1,$10.00,$10.00,,,Home,Own used,,,,,"Size: 18”-30”, Bought 4 in total, 2 bronze color, 2 brushed nickel",Target,https://www.target.com/p/round-curtain-rod-room-essentials-153/-/A-53512110?preselect=53434127#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.26.06 PM,Home,"1'6""x2'6"" Hello Gorgeous Doormat Dark Blue/Brown - Threshold™",Threshold™,New,1,$13.00,$13.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/1-39-6-34-x2-39-6-34-hello-gorgeous-doormat-dark-blue-brown-threshold-8482/-/A-83921064#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.32.06 PM,"Clothing, Shoes",Women's Sleeveless Knit Bodycon Dress - Wild Fable™,Wild Fable™,Open Box,1,$12.00,$12.00,,,Liping,Own used,,,,,Size: S,Target,https://www.target.com/p/women-s-sleeveless-knit-bodycon-dress-wild-fable/-/A-84067627?preselect=83914946#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.45.28 PM,Kitchen & Dining,OCS Designs 17oz Stainless Steel Tumbler - Love Equally,OCS Designs,New,1,$10.99,$10.99,,,Family,Own used,,,,,,Target,https://www.target.com/p/ocs-designs-17oz-stainless-steel-tumbler-love-equally/-/A-83898900#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.44.52 PM,Personal Care,Joon X Moon Champagne Bubbling Bath Fizz - 14oz,,New,1,$9.99,$9.99,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/ocs-designs-17oz-stainless-steel-tumbler-love-equally/-/A-83898900#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.52.04 PM,Video Games,Just Dance 2021 - PlayStation 4,,New,1,$29.99,$29.99,,,Family,Own used,,,,,,Target,https://www.target.com/p/just-dance-2021-playstation-4/-/A-80847749#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.51.19 PM,Health,Children's Diphenhydramine Allergy Relief Chewable Tablets - Grape - up & up™,up & up™,New,1,$5.59,$5.59,,,Adam,Own used,,,,,,Target,https://www.amazon.com/Just-Dance-2021-PS4-playstation-4/dp/B089X3P1QN/ref=sr_1_1?crid=10B42OFWZN269&keywords=Just+Dance+2021+-+PlayStation+4&qid=1662169613&sprefix=just+dance+2021+-+playstation+4%2Caps%2C276&sr=8-1
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.54.08 PM,Toys,Crossed Signals Game,Mattel Games,New,1,$19.99,$19.99,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/crossed-signals-game/-/A-81830252#lnk=sametab
"Fri, Sep 2, 2022",,,,,Screen Shot 2022-09-02 at 6.59.07 PM,Toys,Big Potato Zillionaires Road Trip USA Board Game,Big Potato,New,1,$24.99,$24.99,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/big-potato-zillionaires-road-trip-usa-board-game/-/A-85017132#lnk=sametab
